Date,open,high,low,close,volume
2021-09-28 00:00:00,42154.87,42634.86,41982.59,42562.42,278.59206536
2021-09-28 04:00:00,42587.03,42778.93,41673.28,41766.86,300.71292047000003
2021-09-28 08:00:00,41785.13,42160.35,41529.24,42126.19,513.03935848
2021-09-28 12:00:00,42097.72,42565.48,41267.17,41450.75,485.26993729000003
2021-09-28 16:00:00,41465.07,41798.34,41099.98,41575.9,397.97761806
2021-09-28 20:00:00,41622.4,42024.33,40888.0,41049.0,271.26168011
2021-09-29 00:00:00,41024.21,42239.0,40750.0,42164.4,436.08543033
2021-09-29 04:00:00,42211.09,42515.2,42020.79,42469.5,156.13352154
2021-09-29 08:00:00,42462.29,42500.66,42119.48,42405.05,283.21593659
2021-09-29 12:00:00,42405.05,42595.93,41607.1,41689.07,415.87785692
2021-09-29 16:00:00,41687.48,41807.1,41038.49,41194.33,328.77357368
2021-09-29 20:00:00,41175.95,41566.37,40900.0,41542.9,184.69176568
2021-09-30 00:00:00,41537.56,43731.58,41427.87,43580.52,374.90674932
2021-09-30 04:00:00,43621.31,43835.09,43225.0,43290.72,440.09032213
2021-09-30 08:00:00,43294.61,43460.0,42725.0,43086.49,439.27228436
2021-09-30 12:00:00,43067.4,43766.11,42847.85,43152.31,672.79739471
2021-09-30 16:00:00,43152.2,44117.74,42837.27,43540.0,443.82540169
2021-09-30 20:00:00,43545.62,43928.38,43094.68,43834.43,243.61205706
2021-10-01 00:00:00,43835.47,44053.4,43291.07,43625.78,265.59406585
2021-10-01 04:00:00,43650.49,44841.6,43475.43,44811.08,352.48780555
2021-10-01 08:00:00,44829.26,47800.0,44726.3,47492.29,970.22053076
2021-10-01 12:00:00,47530.0,47911.47,46726.35,47370.27,951.88583242
2021-10-01 16:00:00,47399.0,48236.08,47254.09,48046.25,597.10813178
2021-10-01 20:00:00,48058.24,48500.0,47756.69,48171.86,309.5758987
2021-10-02 00:00:00,48185.61,48259.57,47470.43,47543.44,218.15181842
2021-10-02 04:00:00,47552.89,47935.26,47468.15,47767.63,237.35986245
2021-10-02 08:00:00,47760.98,47926.16,47517.73,47720.72,137.52682138
2021-10-02 12:00:00,47720.72,48361.83,47650.26,47882.89,402.96921526
2021-10-02 16:00:00,47900.59,48297.16,47677.27,48274.06,205.04498566
2021-10-02 20:00:00,48276.12,48301.0,47549.64,47685.8,160.7913235
2021-10-03 00:00:00,47644.63,47975.22,47119.87,47943.81,206.46079998
2021-10-03 04:00:00,47940.56,48132.18,47823.99,47917.81,81.2825593
2021-10-03 08:00:00,47922.32,48063.22,47652.3,48023.67,79.65207325
2021-10-03 12:00:00,48018.34,48175.52,47826.52,47912.42,88.88258556
2021-10-03 16:00:00,47912.37,49225.55,47858.2,48818.68,387.65434111
2021-10-03 20:00:00,48841.41,48852.33,47609.09,48235.93,320.6706095
2021-10-04 00:00:00,48231.04,48323.59,47386.42,47519.58,231.2910498
2021-10-04 04:00:00,47480.0,47882.45,47242.23,47864.62,200.25624349
2021-10-04 08:00:00,47866.6,47961.19,47400.0,47619.11,335.35972783
2021-10-04 12:00:00,47611.76,48524.4,46900.0,47828.55,762.63344396
2021-10-04 16:00:00,47776.31,49530.53,47736.37,49403.87,867.26938367
2021-10-04 20:00:00,49424.19,49499.98,48575.0,49242.14,340.9706844
2021-10-05 00:00:00,49283.89,49811.0,49075.0,49320.0,200.01009558
2021-10-05 04:00:00,49323.86,49684.0,49096.84,49485.98,161.7566334
2021-10-05 08:00:00,49505.22,50400.0,49427.04,49901.19,445.71543174
2021-10-05 12:00:00,49901.19,50377.0,49613.0,49792.65,345.3337575
2021-10-05 16:00:00,49807.25,51416.56,49655.97,51220.53,504.57970853
2021-10-05 20:00:00,51231.48,51914.68,51114.62,51501.19,549.20081628
2021-10-06 00:00:00,51521.89,51649.97,50914.4,51564.33,202.89369004
2021-10-06 04:00:00,51550.08,51850.0,51215.0,51475.79,335.81472965
2021-10-06 08:00:00,51479.93,51511.65,50428.64,51337.64,610.71429859
2021-10-06 12:00:00,51293.92,55499.96,51284.15,55030.89,2223.05183864
2021-10-06 16:00:00,54982.23,55121.15,54464.02,55080.67,743.54267768
2021-10-06 20:00:00,55080.67,55800.0,54825.74,55345.79,325.88548291
2021-10-07 00:00:00,55360.1,55360.32,54165.0,54812.32,341.44102115
2021-10-07 04:00:00,54790.3,55246.41,54301.0,54789.95,239.62779677
2021-10-07 08:00:00,54807.6,54807.6,53800.01,54338.67,286.42563631
2021-10-07 12:00:00,54340.03,54712.9,53289.57,53929.64,949.45961678
2021-10-07 16:00:00,53942.69,54340.33,53421.19,53991.95,318.03245714999997
2021-10-07 20:00:00,53991.95,54701.0,53650.0,53787.6,214.71468637
2021-10-08 00:00:00,53816.16,54441.19,53714.76,53835.34,194.88477476
2021-10-08 04:00:00,53824.83,55000.0,53623.02,54786.74,205.40060692
2021-10-08 08:00:00,54852.76,56168.0,54768.61,55293.85,668.00591432
2021-10-08 12:00:00,55264.61,55307.28,54042.7,54352.77,597.35637929
2021-10-08 16:00:00,54343.34,54732.35,54046.94,54709.69,259.82767588
2021-10-08 20:00:00,54692.17,54768.77,53761.26,53957.21,292.27978568
2021-10-09 00:00:00,53952.82,54719.12,53674.69,54595.55,98.06542737
2021-10-09 04:00:00,54589.51,55181.1,54415.0,54946.32,173.37514056999999
2021-10-09 08:00:00,54930.08,55352.03,54501.0,54814.67,238.53715334
2021-10-09 12:00:00,54826.74,55512.05,54826.74,55000.15,317.08563346
2021-10-09 16:00:00,54998.81,55142.08,54593.24,54669.39,86.03835319
2021-10-09 20:00:00,54669.39,55169.8,54336.0,54976.92,147.92153541
2021-10-10 00:00:00,54984.49,55214.39,54129.43,55040.44,154.16227011
2021-10-10 04:00:00,55027.41,56096.97,54886.37,55656.97,265.40540685
2021-10-10 08:00:00,55677.6,55949.6,54716.72,55175.84,207.21088878
2021-10-10 12:00:00,55192.07,55575.93,54666.74,55410.45,283.78755423
2021-10-10 16:00:00,55409.57,55544.62,55020.6,55503.36,89.385304
2021-10-10 20:00:00,55486.91,56561.0,51000.0,54714.95,735.47051111
2021-10-11 00:00:00,54657.0,56800.0,54462.45,56507.45,255.32484862
2021-10-11 04:00:00,56569.0,57092.62,56161.28,56830.45,385.31803828
2021-10-11 08:00:00,56817.67,56891.92,55896.24,56443.66,301.1236887
2021-10-11 12:00:00,56428.8,57677.69,56146.34,57501.74,484.48073454
2021-10-11 16:00:00,57515.82,57855.79,57160.23,57493.74,282.17127915
2021-10-11 20:00:00,57479.84,57574.99,56802.46,57485.2,247.36701405
2021-10-12 00:00:00,57490.0,57490.0,56444.69,56714.65,266.77175059
2021-10-12 04:00:00,56701.86,57701.0,56583.34,57367.18,304.54820323
2021-10-12 08:00:00,57361.51,57618.68,56698.0,57248.98,266.2115861
2021-10-12 12:00:00,57260.38,57460.0,56000.87,56276.05,1030.97796372
2021-10-12 16:00:00,56293.31,56356.38,55111.0,55307.14,691.83002384
2021-10-12 20:00:00,55316.92,56543.96,53909.0,55995.49,664.50017558
2021-10-13 00:00:00,56004.61,56605.75,55834.01,56272.87,180.98078708
2021-10-13 04:00:00,56294.12,56376.0,54560.4,54623.28,408.41400023
2021-10-13 08:00:00,54623.28,55285.96,54231.0,55222.24,866.07164596
2021-10-13 12:00:00,55226.93,56459.48,54500.0,56163.1,880.2089268
2021-10-13 16:00:00,56163.1,57300.0,56077.69,57271.1,663.01690961
2021-10-13 20:00:00,57281.0,57773.89,56632.52,57374.55,361.00456078
2021-10-14 00:00:00,57395.84,58550.0,57171.03,58080.9,324.23171787
2021-10-14 04:00:00,58102.44,58170.13,57340.73,57457.1,237.936655
2021-10-14 08:00:00,57384.7,58174.43,57219.0,57631.56,197.4423773
2021-10-14 12:00:00,57632.09,57900.32,56972.86,57329.33,386.96042069
2021-10-14 16:00:00,57329.83,58079.0,56830.56,57874.33,549.81211526
2021-10-14 20:00:00,57877.42,57900.0,57242.7,57371.58,183.07072619
2021-10-15 00:00:00,57370.48,59459.0,56877.0,59428.52,736.43596835
2021-10-15 04:00:00,59453.99,60000.0,59160.62,59216.69,521.65834101
2021-10-15 08:00:00,59232.38,59549.4,58764.17,59549.4,392.78795051000003
2021-10-15 12:00:00,59528.38,60356.62,59200.0,60034.71,709.4952566
2021-10-15 16:00:00,60036.6,61869.05,59994.01,61454.19,1172.27545188
2021-10-15 20:00:00,61445.79,62944.94,60694.31,61657.35,672.77010195
2021-10-16 00:00:00,61703.45,61771.12,61116.6,61629.83,215.94257402
2021-10-16 04:00:00,61645.23,62352.0,61544.37,61724.24,169.77786213
2021-10-16 08:00:00,61746.33,62044.0,61307.75,61612.26,232.7612469
2021-10-16 12:00:00,61582.7,61582.9,60460.0,60940.93,289.01545012
2021-10-16 16:00:00,60958.47,61209.0,60100.27,60837.26,202.24106638
2021-10-16 20:00:00,60841.56,61284.29,60500.0,60870.26,153.70980221
2021-10-17 00:00:00,60885.27,61395.47,60467.65,61135.7,121.89743188
2021-10-17 04:00:00,61120.82,61259.71,60330.51,60350.32,105.26441438
2021-10-17 08:00:00,60347.43,61442.47,60333.84,60941.54,136.12472024
2021-10-17 12:00:00,60934.86,61256.0,60495.0,60743.93,156.8491817
2021-10-17 16:00:00,60753.34,61081.65,60372.22,60521.65,90.74363847
2021-10-17 20:00:00,60488.09,61712.0,58933.0,61538.97,650.25057417
2021-10-18 00:00:00,61519.52,62560.32,61431.8,62130.32,305.78817876
2021-10-18 04:00:00,62133.66,62679.0,61790.0,61892.61,361.18167721
2021-10-18 08:00:00,61865.48,62444.19,60599.01,60922.57,724.85271971
2021-10-18 12:00:00,60886.46,62225.9,59013.0,62012.02,1846.08261735
2021-10-18 16:00:00,62000.0,62383.87,60779.95,61437.66,1712.68494363
2021-10-18 20:00:00,61413.68,62179.8,61135.08,62034.65,803.96170494
2021-10-19 00:00:00,62014.99,62991.13,61681.92,62576.22,264.27205872
2021-10-19 04:00:00,62608.34,62802.43,62002.23,62301.57,172.67184956
2021-10-19 08:00:00,62277.37,62566.76,61720.0,62150.22,259.3092162
2021-10-19 12:00:00,62144.74,63337.54,61350.0,62422.65,777.7434284
2021-10-19 16:00:00,62385.22,64336.21,62344.18,64248.07,814.14371055
2021-10-19 20:00:00,64232.16,64499.0,63602.99,64241.61,965.59952882
2021-10-20 00:00:00,64282.2,64382.25,63701.38,63870.87,154.52226249
2021-10-20 04:00:00,63880.52,64170.64,63529.0,64021.25,188.08167495
2021-10-20 08:00:00,64021.25,64170.55,63749.43,63808.41,196.67557842
2021-10-20 12:00:00,63792.23,67016.5,63780.21,66882.12,1568.54141978
2021-10-20 16:00:00,66893.03,66961.98,66140.0,66407.91,658.14907306
2021-10-20 20:00:00,66429.76,66455.6,65474.38,65990.31,304.71429135
2021-10-21 00:00:00,66027.81,66047.32,64124.0,65088.15,1028.0244288
2021-10-21 04:00:00,65051.44,65269.23,64138.54,65095.02,291.55999145
2021-10-21 08:00:00,65104.65,66664.1,63666.66,64800.0,865.82478416
2021-10-21 12:00:00,64819.87,65569.38,61850.0,63026.16,964.94438719
2021-10-21 16:00:00,62971.56,63640.5,62441.46,62786.41,516.54263047
2021-10-21 20:00:00,62834.33,63119.07,62000.01,62219.44,224.63231074
2021-10-22 00:00:00,62207.51,63346.51,62136.37,63249.01,419.44842674
2021-10-22 04:00:00,63271.24,63449.24,62493.74,63428.14,607.09077104
2021-10-22 08:00:00,63431.44,63757.28,62900.01,63411.72,359.72697656
2021-10-22 12:00:00,63398.59,63734.59,60450.0,60656.8,990.79566227
2021-10-22 16:00:00,60615.32,61387.34,59953.74,61035.68,537.84159775
2021-10-22 20:00:00,61018.92,61211.22,60094.76,60702.68,244.52185112
2021-10-23 00:00:00,60698.54,61269.9,60355.0,61247.06,179.24746157
2021-10-23 04:00:00,61251.56,61567.52,60715.28,60879.21,98.51939095
2021-10-23 08:00:00,60885.9,61695.0,59633.61,61546.35,229.10893985
2021-10-23 12:00:00,61556.16,61737.38,60711.0,61461.17,231.37341532
2021-10-23 16:00:00,61468.24,61623.14,60915.0,61017.81,100.80318657
2021-10-23 20:00:00,60989.45,61450.0,60814.06,61338.76,217.02726401
2021-10-24 00:00:00,61306.64,61497.33,60829.13,61219.8,74.05462375
2021-10-24 04:00:00,61228.01,61255.89,60575.0,60701.38,82.39194659
2021-10-24 08:00:00,60701.97,61274.0,60158.78,60281.35,198.76694389
2021-10-24 12:00:00,60256.6,60815.95,59612.0,59874.98,408.65915692
2021-10-24 16:00:00,59865.0,60739.68,59510.0,60660.2,240.05849532
2021-10-24 20:00:00,60632.44,61351.28,60567.19,60910.16,200.916569
2021-10-25 00:00:00,60883.96,62244.88,60670.0,62088.73,192.50317944
2021-10-25 04:00:00,62092.83,62889.0,61783.4,62650.0,274.3124032
2021-10-25 08:00:00,62652.08,63183.75,62500.0,62766.24,224.26553031
2021-10-25 12:00:00,62767.21,63632.0,62598.6,63589.46,437.39579964
2021-10-25 16:00:00,63589.46,63733.93,62639.29,62677.17,346.26994628
2021-10-25 20:00:00,62691.9,63374.09,62425.56,63101.43,255.39935728
2021-10-26 00:00:00,63101.43,63299.3,62617.17,62767.99,178.94958018
2021-10-26 04:00:00,62763.78,62820.24,62187.75,62444.03,163.51087935
2021-10-26 08:00:00,62473.21,63104.45,62448.12,62763.75,190.86473669
2021-10-26 12:00:00,62780.88,62873.43,61790.0,62513.97,436.63413189
2021-10-26 16:00:00,62517.18,62814.2,61809.8,61976.54,324.42341827
2021-10-26 20:00:00,61996.87,62309.4,59830.0,60328.22,671.16247877
2021-10-27 00:00:00,60331.4,60863.9,60157.59,60725.39,317.74653387
2021-10-27 04:00:00,60698.4,61489.0,59940.0,59979.11,575.54096587
2021-10-27 08:00:00,59967.03,60000.0,58100.01,58600.0,1128.02559181
2021-10-27 12:00:00,58559.45,59518.03,58286.17,58851.28,537.80483899
2021-10-27 16:00:00,58837.24,59210.39,58218.38,59122.37,440.41408303
2021-10-27 20:00:00,59139.64,59636.52,58427.15,58465.9,480.20608254
2021-10-28 00:00:00,58471.06,59205.21,58144.31,58889.09,425.97869134
2021-10-28 04:00:00,58889.09,59271.83,58730.42,59028.01,309.25420297
2021-10-28 08:00:00,59027.73,61256.12,59027.62,60991.43,562.96320996
2021-10-28 12:00:00,60995.75,61848.54,60901.59,61177.49,485.59886177
2021-10-28 16:00:00,61187.2,61506.22,56425.0,61310.0,1194.6993553
2021-10-28 20:00:00,61340.0,62524.0,60348.33,60592.76,791.26074305
2021-10-29 00:00:00,60608.95,62067.25,60154.53,61668.83,703.56379612
2021-10-29 04:00:00,61669.89,61719.29,60375.0,60578.47,514.19883924
2021-10-29 08:00:00,60556.63,61366.58,60423.05,60952.84,438.51133189
2021-10-29 12:00:00,60923.27,62542.04,60746.84,62311.17,1235.1717650800001
2021-10-29 16:00:00,62305.67,62971.54,61911.29,62574.67,762.62539781
2021-10-29 20:00:00,62574.63,62741.72,62070.0,62301.59,230.57123158
2021-10-30 00:00:00,62278.92,62376.32,61625.5,61700.38,324.20244646
2021-10-30 04:00:00,61691.85,61923.22,61275.0,61563.65,244.68808611
2021-10-30 08:00:00,61620.0,62002.52,61068.6,61601.86,148.04082165
2021-10-30 12:00:00,61611.93,62265.45,60660.02,61412.35,350.05196871
2021-10-30 16:00:00,61400.15,61829.81,61103.6,61759.54,293.11127739
2021-10-30 20:00:00,61762.41,61989.7,61230.0,61932.3,182.22457445
2021-10-31 00:00:00,61904.96,62438.85,61620.01,61728.17,258.09923089
2021-10-31 04:00:00,61743.12,61743.12,61107.98,61382.26,209.41870845
2021-10-31 08:00:00,61382.26,61400.15,60307.13,60442.99,391.48422398
2021-10-31 12:00:00,60400.0,60815.54,60000.0,60541.6,266.64246362
2021-10-31 16:00:00,60520.93,60961.58,60240.24,60730.85,144.32493149
2021-10-31 20:00:00,60726.59,61663.32,60565.0,61359.44,278.15945748
2021-11-01 00:00:00,61356.57,61771.12,59780.86,59971.8,446.3162013
2021-11-01 04:00:00,59953.78,62358.84,59500.0,62215.71,496.00723116
2021-11-01 08:00:00,62210.66,62500.0,61692.26,61853.49,485.13206796000003
2021-11-01 12:00:00,61867.4,62231.79,61328.9,61583.19,363.18937874
2021-11-01 16:00:00,61583.19,61605.89,60355.0,61496.4,438.01938993
2021-11-01 20:00:00,61499.7,61499.7,60451.96,60922.85,278.73370198
2021-11-02 00:00:00,60949.78,61613.8,60669.91,61111.0,758.12568649
2021-11-02 04:00:00,61111.21,61876.42,61111.21,61544.94,587.60186418
2021-11-02 08:00:00,61589.55,63636.0,61408.56,62960.64,639.63206995
2021-11-02 12:00:00,62995.53,64300.0,62995.53,64097.43,449.68092069
2021-11-02 16:00:00,64092.25,64300.0,63252.88,63612.72,306.66402932
2021-11-02 20:00:00,63612.72,63627.32,62663.53,63260.0,594.82224689
2021-11-03 00:00:00,63260.0,63567.21,62829.56,63257.61,318.77164286
2021-11-03 04:00:00,63225.91,63557.6,62782.77,63457.64,146.57589518
2021-11-03 08:00:00,63450.82,63491.37,62935.0,63188.59,256.94743365
2021-11-03 12:00:00,63179.29,63205.08,61577.6,62235.65,436.33843008
2021-11-03 16:00:00,62248.55,63386.63,60018.46,62853.04,743.73085896
2021-11-03 20:00:00,62874.83,63258.98,62747.09,62930.72,246.10660266
2021-11-04 00:00:00,62945.38,63136.82,62250.0,62483.86,174.2578224
2021-11-04 04:00:00,62458.06,62889.87,61895.0,61895.0,206.03101096
2021-11-04 08:00:00,61925.76,62362.55,61303.53,61503.43,413.88153384
2021-11-04 12:00:00,61495.16,62440.87,60828.63,61107.25,330.06814956
2021-11-04 16:00:00,61086.3,61435.18,60725.0,61277.48,231.27326804
2021-11-04 20:00:00,61277.48,61579.13,61049.88,61457.25,152.03093749
2021-11-05 00:00:00,61430.02,62366.62,60852.57,62249.95,269.12232238
2021-11-05 04:00:00,62228.49,62666.52,61940.76,62203.23,136.89190628
2021-11-05 08:00:00,62199.99,62285.72,61251.06,61318.84,236.85227143
2021-11-05 12:00:00,61292.05,61972.42,60800.0,60846.46,408.7278741
2021-11-05 16:00:00,60835.82,61409.0,60784.88,61148.05,372.84272109
2021-11-05 20:00:00,61158.48,61380.83,60769.17,61031.91,144.9708269
2021-11-06 00:00:00,61008.19,61374.61,60840.04,61173.92,174.30892239
2021-11-06 04:00:00,61188.14,61609.5,60553.82,60857.47,134.42379127
2021-11-06 08:00:00,60855.75,61382.91,60154.89,60390.68,290.78599583
2021-11-06 12:00:00,60357.41,60829.8,60109.91,60705.33,313.96211122
2021-11-06 16:00:00,60710.78,61250.0,60486.06,61233.02,115.86937498
2021-11-06 20:00:00,61247.3,61561.27,61164.96,61542.44,239.16162401
2021-11-07 00:00:00,61542.43,62365.16,61396.57,62197.88,311.37244959
2021-11-07 04:00:00,62200.0,62355.01,61756.27,61820.11,105.97863767
2021-11-07 08:00:00,61801.54,62402.12,61524.51,61960.61,164.37110826
2021-11-07 12:00:00,61960.45,62189.0,61759.83,62004.37,185.5468992
2021-11-07 16:00:00,62000.23,62566.92,62000.23,62325.28,96.16665208
2021-11-07 20:00:00,62330.42,63300.0,62231.23,63300.0,252.23310381
2021-11-08 00:00:00,63300.0,65667.18,63300.0,65244.53,649.25001389
2021-11-08 04:00:00,65234.86,66369.67,65129.88,65976.05,500.18688126
2021-11-08 08:00:00,65977.4,66433.72,65635.85,66054.17,407.6704808
2021-11-08 12:00:00,66077.14,66519.99,65211.49,66424.39,360.96982776
2021-11-08 16:00:00,66424.39,66555.0,65745.98,65847.34,290.64597396
2021-11-08 20:00:00,65838.38,67803.55,65589.02,67559.0,506.700686
2021-11-09 00:00:00,67547.49,68564.4,67152.48,68519.98,413.54191749
2021-11-09 04:00:00,68519.98,68527.18,67634.02,67906.78,271.03004339
2021-11-09 08:00:00,67905.16,68313.2,67342.01,67617.95,277.54019727
2021-11-09 12:00:00,67617.41,68129.48,66632.14,66806.15,553.09841152
2021-11-09 16:00:00,66813.66,67243.75,66250.0,66813.57,377.67568636
2021-11-09 20:00:00,66791.37,67800.0,66679.84,66945.72,243.97210483
2021-11-10 00:00:00,66928.42,67387.6,66375.0,66492.85,158.1874972
2021-11-10 04:00:00,66530.31,66751.76,66251.09,66452.73,146.03666751
2021-11-10 08:00:00,66462.85,67100.16,66383.17,66557.6,206.51394835
2021-11-10 12:00:00,66550.0,69000.0,65982.95,68410.86,668.59111495
2021-11-10 16:00:00,68363.85,68800.01,66570.62,66620.78,521.9061258
2021-11-10 20:00:00,66652.17,67041.08,62856.71,64921.43,1717.88333936
2021-11-11 00:00:00,64919.18,65096.32,64140.0,64775.06,298.81118065
2021-11-11 04:00:00,64717.99,65408.88,64404.1,65256.54,269.35353892
2021-11-11 08:00:00,65266.17,65625.44,64614.45,65286.94,342.43989784
2021-11-11 12:00:00,65305.25,65504.04,64440.0,64848.09,288.17473327
2021-11-11 16:00:00,64840.02,65278.55,64600.05,65167.7,184.17857021
2021-11-11 20:00:00,65174.31,65358.09,64768.07,64821.33,200.32587888
2021-11-12 00:00:00,64783.13,65497.53,64110.86,64867.26,361.37317894
2021-11-12 04:00:00,64863.86,65095.25,64244.4,64470.15,139.07244306
2021-11-12 08:00:00,64476.83,64980.53,63523.42,63757.51,396.49853501
2021-11-12 12:00:00,63773.3,64221.8,62892.4,63183.33,695.17139843
2021-11-12 16:00:00,63198.38,64110.86,62294.84,63870.36,578.39214321
2021-11-12 20:00:00,63853.69,64508.21,63736.2,64158.41,348.79960698
2021-11-13 00:00:00,64140.23,64456.6,63597.53,63793.02,161.25135994000001
2021-11-13 04:00:00,63800.84,64129.0,63530.0,64051.16,112.7347639
2021-11-13 08:00:00,64061.29,64109.5,63400.0,63584.98,119.06400541000001
2021-11-13 12:00:00,63577.66,64824.6,63446.92,64711.06,209.69957889
2021-11-13 16:00:00,64710.63,64980.0,63850.0,63967.74,123.86409782
2021-11-13 20:00:00,63952.02,64557.2,63952.02,64417.52,103.51721211
2021-11-14 00:00:00,64403.43,65350.85,64403.43,64670.94,171.93452354
2021-11-14 04:00:00,64676.69,65187.6,64488.83,64642.88,108.11203975
2021-11-14 08:00:00,64672.63,64789.0,64059.41,64486.43,283.58396893
2021-11-14 12:00:00,64468.48,64800.75,64020.0,64097.48,106.48442164
2021-11-14 16:00:00,64112.56,64456.0,63595.76,64167.87,287.90899281
2021-11-14 20:00:00,64182.58,65509.87,64056.04,65509.87,289.86057057
2021-11-15 00:00:00,65509.87,66215.6,65509.87,65788.38,333.57666984
2021-11-15 04:00:00,65801.26,65935.26,65533.63,65623.98,216.30904975
2021-11-15 08:00:00,65622.29,66387.4,65281.36,65747.56,381.11451762
2021-11-15 12:00:00,65738.23,65952.39,64264.81,64333.3,438.5862656
2021-11-15 16:00:00,64264.82,64451.33,63650.0,64255.74,239.15456403
2021-11-15 20:00:00,64273.42,64273.42,63348.91,63606.09,392.08255556
2021-11-16 00:00:00,63621.61,63628.0,60481.15,60939.83,1110.33142808
2021-11-16 04:00:00,60913.53,61549.28,60350.0,60840.86,664.67403034
2021-11-16 08:00:00,60846.06,61303.04,58563.0,60592.73,1268.03439101
2021-11-16 12:00:00,60590.83,61409.82,60046.48,60721.11,506.52216521
2021-11-16 16:00:00,60714.34,60939.69,59802.98,60246.15,514.86717857
2021-11-16 20:00:00,60228.4,61179.12,59122.82,60142.31,568.34412387
2021-11-17 00:00:00,60115.12,60447.69,58596.07,59050.29,767.38146335
2021-11-17 04:00:00,59094.18,60154.0,58629.65,59729.52,544.24579743
2021-11-17 08:00:00,59716.78,60888.5,58400.0,60800.0,948.60060372
2021-11-17 12:00:00,60833.81,60833.81,59375.49,59657.37,609.03416991
2021-11-17 16:00:00,59712.67,60714.66,59450.1,60258.11,427.66666571
2021-11-17 20:00:00,60253.16,60626.52,59659.71,60373.65,419.88185899
2021-11-18 00:00:00,60376.94,60978.39,59875.0,59875.0,575.3704278
2021-11-18 04:00:00,59874.74,60116.55,59516.78,59748.13,755.10820301
2021-11-18 08:00:00,59746.93,59989.24,59000.0,59199.03,899.8775339700001
2021-11-18 12:00:00,59221.03,59938.35,57662.82,58114.3,1346.70769614
2021-11-18 16:00:00,58102.94,58495.67,56565.02,57941.46,1478.0811932
2021-11-18 20:00:00,57954.04,58525.84,56516.44,56917.66,1105.5647034
2021-11-19 00:00:00,56924.94,57528.6,55640.0,55909.85,948.51178056
2021-11-19 04:00:00,55930.67,56525.35,55867.14,56044.58,397.43550258
2021-11-19 08:00:00,56039.5,57503.0,56039.5,57052.05,598.26847595
2021-11-19 12:00:00,57036.73,58245.76,56755.79,57979.63,605.21248754
2021-11-19 16:00:00,57967.92,58402.05,57748.68,58115.14,298.72291796
2021-11-19 20:00:00,58118.44,58200.0,57578.24,58128.55,428.87469468
2021-11-20 00:00:00,58126.46,59021.09,58013.62,58591.79,208.70523016
2021-11-20 04:00:00,58588.2,58878.8,58313.7,58460.1,108.03102798
2021-11-20 08:00:00,58440.31,58809.48,58394.22,58677.06,87.20313385
2021-11-20 12:00:00,58697.37,58888.4,57584.0,57663.13,224.48028133
2021-11-20 16:00:00,57669.15,59680.0,57424.27,59501.95,320.0341916
2021-11-20 20:00:00,59522.26,59896.54,59367.12,59768.54,223.70544504
2021-11-21 00:00:00,59785.85,59828.13,58605.0,58744.46,113.02202461
2021-11-21 04:00:00,58714.81,59267.31,58618.55,59037.18,114.59271030000001
2021-11-21 08:00:00,59056.86,59374.2,58525.84,58745.44,137.46694957
2021-11-21 12:00:00,58765.86,59351.48,58721.38,59284.01,168.44856015
2021-11-21 16:00:00,59274.82,60090.55,59180.84,59367.08,222.69597168
2021-11-21 20:00:00,59407.41,59745.96,58588.66,58678.47,139.44887849
2021-11-22 00:00:00,58679.27,58775.68,57072.0,57442.03,406.15102011
2021-11-22 04:00:00,57387.37,57801.0,56825.0,57311.69,247.82405713
2021-11-22 08:00:00,57319.67,57897.54,57040.0,57222.72,217.75464111
2021-11-22 12:00:00,57239.93,59516.78,56640.21,58254.37,758.8757787
2021-11-22 16:00:00,58259.57,58280.38,55800.0,55979.76,765.01904295
2021-11-22 20:00:00,56026.97,56756.1,55628.57,56294.11,547.53883271
2021-11-23 00:00:00,56283.8,57262.02,56004.62,56975.48,205.39520069
2021-11-23 04:00:00,56954.24,57050.13,55870.0,56055.79,283.96738528
2021-11-23 08:00:00,56016.14,57723.12,55128.6,56137.49,701.87404986
2021-11-23 12:00:00,56195.2,57758.83,56115.68,56878.09,490.73029493
2021-11-23 16:00:00,56902.92,57859.11,56888.89,57780.72,668.75061213
2021-11-23 20:00:00,57785.7,57897.54,57386.79,57579.99,381.36725772
2021-11-24 00:00:00,57583.91,57750.2,56162.95,56435.12,318.31013404
2021-11-24 04:00:00,56453.1,56819.25,56250.29,56534.04,268.14141038
2021-11-24 08:00:00,56533.66,57418.83,56348.53,56653.35,244.27170018
2021-11-24 12:00:00,56653.35,57170.52,55894.62,56758.0,490.83172046
2021-11-24 16:00:00,56731.1,57149.98,56492.95,56861.12,182.18358455999999
2021-11-24 20:00:00,56849.82,57501.0,56743.16,57185.06,305.7157795
2021-11-25 00:00:00,57169.19,58300.0,57121.93,57778.4,289.55286472
2021-11-25 04:00:00,57797.16,57855.27,57044.42,57701.08,153.10791792
2021-11-25 08:00:00,57701.08,58499.97,57399.87,58078.22,223.05140659
2021-11-25 12:00:00,58008.16,59184.92,57953.97,59130.84,287.61828769
2021-11-25 16:00:00,59106.23,59445.45,58723.51,58915.91,160.76010605
2021-11-25 20:00:00,58910.1,59364.85,58586.64,58990.14,248.08422202
2021-11-26 00:00:00,59004.88,59207.36,57897.54,57958.77,403.0012968
2021-11-26 04:00:00,57930.89,58064.24,56661.09,56997.67,771.45024252
2021-11-26 08:00:00,56960.23,56960.23,53709.0,53721.15,1727.7672872
